Ref_Date,GEO,VALUE,BEVERAGE,PRODUCT,Vector,Coordinate,Value
2011,British Columbia,Volume in litres,White wines,"Total products (x 1,000)",v20858091,11.2.19.1,"25,317"
2012,British Columbia,Volume in litres,White wines,"Total products (x 1,000)",v20858091,11.2.19.1,"26,041"
2013,British Columbia,Volume in litres,White wines,"Total products (x 1,000)",v20858091,11.2.19.1,"27,608"
1993,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"11,436"
1994,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"10,366"
1995,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"11,038"
1996,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,771"
1997,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,928"
1998,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,758"
1999,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,815"
2000,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,766"
2001,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,803"
2002,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,203"
2003,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,114"
2004,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,127"
2005,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,053"
2006,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"12,217"
2007,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"13,078"
2008,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"13,875"
2009,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"17,580"
2010,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"19,472"
2011,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"18,462"
2012,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"17,854"
2013,British Columbia,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858127,11.2.20.1,"16,698"
1993,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"6,808"
1994,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"6,891"
1995,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"7,208"
1996,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"7,177"
1997,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"7,094"
1998,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"7,238"
1999,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"7,412"
2000,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"7,652"
2001,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"7,791"
2002,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"8,353"
2003,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"8,645"
2004,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"8,983"
2005,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"8,564"
2006,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"8,588"
2007,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"8,787"
2008,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"9,014"
2009,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"9,263"
2010,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"9,360"
2011,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"9,258"
2012,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"9,540"
2013,Manitoba,Volume in litres,Total spirits,"Total products (x 1,000)",v20857387,8.2.2.1,"10,009"
1993,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
1994,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
1995,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
1996,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
1997,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
1998,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
1999,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
2000,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
2001,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
2002,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
2003,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
2004,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
2005,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
2006,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,0
2007,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,..
2008,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,..
2009,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,..
2010,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,..
2011,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,..
2012,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,..
2013,Manitoba,Volume in litres,Alcohol,"Total products (x 1,000)",v20857378,8.2.3.1,..
1993,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,160
1994,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,158
1995,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,162
1996,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,152
1997,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,143
1998,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,140
1999,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,137
2000,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,136
2001,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,134
2002,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,132
2003,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,133
2004,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,95
2005,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,132
2006,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,130
2007,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,128
2008,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,121
2009,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,125
2010,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,127
2011,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,125
2012,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,126
2013,Manitoba,Volume in litres,Brandy,"Total products (x 1,000)",v20857379,8.2.4.1,134
1993,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,158
1994,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,152
1995,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,159
1996,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,158
1997,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,155
1998,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,158
1999,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,161
2000,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,164
2001,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,166
2002,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,172
2003,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,178
2004,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,191
2005,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,186
2006,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,197
2007,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,207
2008,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,205
2009,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,211
2010,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,204
2011,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,207
2012,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,215
2013,Manitoba,Volume in litres,Gin,"Total products (x 1,000)",v20857380,8.2.5.1,219
1993,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,562
1994,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,575
1995,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,631
1996,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,650
1997,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,676
1998,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,691
1999,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,697
2000,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,781
2001,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,834
2002,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,810
2003,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,801
2004,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,847
2005,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,803
2006,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,844
2007,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,870
2008,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,873
2009,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,897
2010,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,861
2011,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,831
2012,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,817
2013,Manitoba,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857381,8.2.6.1,805
1993,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,029"
1994,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,072"
1995,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,121"
1996,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,120"
1997,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,138"
1998,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,154"
1999,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,127"
2000,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,138"
2001,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,104"
2002,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,102"
2003,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,097"
2004,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,152"
2005,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,122"
2006,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,151"
2007,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,177"
2008,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,199"
2009,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,232"
2010,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,270"
2011,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,297"
2012,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,340"
2013,Manitoba,Volume in litres,Rum,"Total products (x 1,000)",v20857382,8.2.7.1,"1,378"
1993,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"3,026"
1994,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"3,028"
1995,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"3,096"
1996,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,984"
1997,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,909"
1998,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,910"
1999,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,839"
2000,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,783"
2001,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,760"
2002,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,696"
2003,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,654"
2004,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,695"
2005,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,618"
2006,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,620"
2007,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,596"
2008,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,517"
2009,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,587"
2010,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,576"
2011,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,550"
2012,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,539"
2013,Manitoba,Volume in litres,Whisky,"Total products (x 1,000)",v20857383,8.2.8.1,"2,548"
1993,Manitoba,Volume in litres,Vodka,"Total products (x 1,000)",v20857384,8.2.9.1,"1,137"
1994,Manitoba,Volume in litres,Vodka,"Total products (x 1,000)",v20857384,8.2.9.1,"1,164"
1995,Manitoba,Volume in litres,Vodka,"Total products (x 1,000)",v20857384,8.2.9.1,"1,197"
1996,Manitoba,Volume in litres,Vodka,"Total products (x 1,000)",v20857384,8.2.9.1,"1,208"
1997,Manitoba,Volume in litres,Vodka,"Total products (x 1,000)",v20857384,8.2.9.1,"1,235"
1998,Manitoba,Volume in litres,Vodka,"Total products (x 1,000)",v20857384,8.2.9.1,"1,278"
1999,Manitoba,Volume in litres,Vodka,"Total products (x 1,000)",v20857384,8.2.9.1,"1,281"
2000,Manitoba,Volume in litres,Vodka,"Total products (x 1,000)",v20857384,8.2.9.1,"1,290"
2001,Manitoba,Volume in litres,Vodka,"Total products (x 1,000)",v20857384,8.2.9.1,"1,294"
